Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
PSYC,413,Advanced Neuropsychopharmacology,"Up-to-date coverage of research and theory on the mechanisms of action of psychoactive drugs and how their characteristic behavioral effects arise from drug-receptor interactions in multiple brain circuits. The focus is on drugs used in the treatment of psychopathologies such as mood disorders, schizophrenia and attention deficit disorder, as well as on recreationally used drugs that can lead to substance use disorders. Students will read and review current neuroscience literature. Same as NEUR 413. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: PSYC 313 or consent of instructor.",3 OR 4 hours.,,43443,,
PSYC,414,"Brain, Learning, and Memory","Conveys a knowledge of current research on the physiological bases of learning and memory; considers a wide range of topics from molecular (e.g., cellular morphological and functional plasticity) to relatively molar (e.g., effects of clinical and experimental brain damage on learning and memory processes). Same as NEUR 414. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 210, MCB 150, or consent of instructor.",3 OR 4 hours.,,37250,3.1,
PSYC,420,Theories of Psychotherapy,Same as EPSY 420. See EPSY 420.,4 hours.,,40008,,
PSYC,427,Language and the Brain,Same as LING 427 and SHS 427. See SHS 427.,3 OR 4 hours.,,50791,,
PSYC,432,Genes and Behavior,"Same as ANTH 432, IB 432 and NEUR 432. See IB 432.",3 hours.,,48570,,
PSYC,443,Psychophysiology in Ex &amp; Sport,Same as KIN 443. See KIN 443.,3 OR 4 hours.,,35232,,
PSYC,445,Cognitive Neuroscience Lab,"Study of the basic principles underlying scanning of the brain using functional Magnetic Resonance Imaging (fMRI). The lectures introduce how to use an MRI scanner, the basic biophysics that makes functional imaging possible, experimental design for fMRI, and basic data analysis. During the labs, students will get hands on experience analyzing fMRI data. Same as NEUR 445. 4 undergraduate hours. 4 graduate hours. Prerequisite: One of the following: PSYC 204, PSYC 210, PSYC 220, or consent of the instructor. PSYC 235 or equivalent is recommended.",4 hours.,,65373,3.33,
PSYC,455,Organizational Psych,"Social psychological research and theory applied to industrial problems; emphasis on interaction and communication theory, role theory, leadership theory, motivational and perceptual theory, and group structure theory as an aid in understanding and analyzing industrial problems. 3 undergraduate hours. 2 to 4 graduate hours. Prerequisite: PSYC 201 or PSYC 245.",2 TO 4 hours.,,40322,3.45,
PSYC,465,Personality and Soc Dev,"Major theories of personality and social development, with attention to processes of social learning, individual differences in personality development, and outcomes of social development; applications to school, home, and other field settings. Same as EPSY 405. 3 undergraduate hours. 4 graduate hours. Prerequisite: PSYC 216 or EPSY 236 or equivalent.",3 OR 4 hours.,,37420,3.25,
PSYC,468,Psych and Law,"Examines relationship of the administrative, civil, and criminal justice systems to educational and mental health institutions; individual rights, social issues, and psychological well being. 3 undergraduate hours. 2 to 4 graduate hours. Prerequisite: Six hours of social science.",2 TO 4 hours.,,39637,2.9,
PSYC,489,Neural Network Modeling Lab,"Introduction to neural network modeling, the principles of neural computation, learning algorithms and the evaluation of neural networks as models of human perception and cognition. 3 undergraduate hours. 4 graduate hours. Prerequisite: College algebra or equivalent; computer programming experience, or consent of instructor.",3 OR 4 hours.,,54513,,
PSYC,492,Capstone Undergrad Research,"Capstone experience for undergraduate students doing advanced research in any area of psychology. Provides in-depth background knowledge of their research, and teaches students to make effective oral and written presentations of their findings. In conjunction with PSYC 494, will facilitate the preparation of a Bachelor's thesis that can be submitted for the awarding of the departmental distinction at graduation. May be taken for two semesters with the first semester emphasizing a review of the literature and the second semester concentrating on the presentation of the results. 3 undergraduate hours. No graduate credit. May be repeated in separate terms to a maximum of 6 hours. Prerequisite: Senior standing in Psychology, consent of instructor, and students must arrange to do a research project with a faculty member.",3 hours.,,55514,,
PSYC,494,Advanced Research in Psych,"Supervised independent investigation of special topics in psychology; requires a written report with a final copy submitted for departmental records. 1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 12 hours. Prerequisite: Ten hours of psychology or cognate area, or written consent of instructor.",1 TO 4 hours.,,10229,,
PSYC,496,Adv Current Topics in Psych,"Advanced treatment of current topics in the field of psychology. 2 to 4 undergraduate hours.  2 to 4 graduate hours. May be repeated to a maximum of 9 hours. Prerequisite: PSYC 100 and junior standing, or consent of instructor; particular sections may have additional 200-level and/or 300-level prerequisites.",2 TO 4 hours.,,47520,3.78,
PSYC,499,Senior Honors Seminar II,"The completion of writing of an undergraduate honors thesis, under supervision of a faculty member, on a problem of appropriate scope and character. Students also create posters describing their work for presentation at the Psychology Honors Poster Fair and the Campus Undergraduate Research Symposium. 3 undergraduate hours. No graduate credit. PSYC 398 and PSYC 499 are approved for General Education credit only as a sequence. All courses must be completed to receive Advanced Composition credit. Prerequisite: PSYC 498.",3 hours.,['Advanced Composition course'],63199,,[10]
PSYC,500,Professional Develop for Psych,"Provides practical guidance to graduate students in psychology about a variety of professional issues, including topics such as publishing, speaking, writing, teaching, research ethics, mentoring, interviewing for jobs, and preparing for different career options. The course is discussion-based and provides a forum to address common questions and problems encountered by graduate students in psychology. 1 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated up to 8 credit hours if topics vary.",1 TO 4 hours.,,67777,,
